"ref_area.label","indicator.label","source.label","sex.label","time","obs_value","obs_status.label"
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2012",75.405,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2011",85.574,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2011",94.78,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2011",74.761,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2010",85.17,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",94.682,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",74.064,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",85.087,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",94.945,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",73.645,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",84.873,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",95.501,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",72.618,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",84.885,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",95.287,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",72.975,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",84.24,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",95.087,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",71.906,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",84.291,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",95.534,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",71.505,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",84.41,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",95.699,
"Canada","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",71.571,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",84.314,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",96.663,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",70.587,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",84.986,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",97.476,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",71.141,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",83.795,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2020",96.412,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2020",69.845,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2019",84.558,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2019",97.267,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2019",70.547,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2018",84.382,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2018",97.154,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2018",70.339,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2017",84.153,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2017",97.24,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2017",69.791,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2016",84.149,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2016",97.52,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2016",69.507,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2015",83.932,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2015",97.702,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2015",68.893,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2014",83.758,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2014",97.718,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2014",68.516,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2013",83.535,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2013",97.681,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2013",68.096,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2012",83.422,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2012",97.464,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2012",68.101,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2011",82.921,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2011",97.566,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2011",66.949,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2010",83.031,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",97.009,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",67.79,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",82.885,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",97.249,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",67.285,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",81.628,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",97.359,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",64.602,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",81.221,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",97.408,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",63.745,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",81.406,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",96.974,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",64.624,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",81.626,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",96.973,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",65.105,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",81.854,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",96.863,
"Channel Islands","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",65.767,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",90.156,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",97.86,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",81.319,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",90.831,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",98.781,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",81.722,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",91.258,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2020",99.462,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2020",81.858,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2019",91.326,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2019",99.445,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2019",82.022,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2018",90.606,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2018",99.093,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2018",80.874,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2017",90.188,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2017",99.074,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2017",79.984,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2016",90.705,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2016",99.651,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2016",80.428,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2015",90.433,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2015",99.763,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2015",79.721,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2014",89.989,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2014",99.304,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2014",79.302,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2013",89.199,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2013",98.957,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2013",78.016,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2012",89.454,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2012",99.144,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2012",78.366,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2011",88.731,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2011",99.092,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2011",76.889,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2010",87.479,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",98.612,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",74.785,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",88.526,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",99.9,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",75.59,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",88.329,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",99.816,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",75.296,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",87.815,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",99.859,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",74.211,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",86.767,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",99.28,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",72.679,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",86.846,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",99.458,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",72.663,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",86.528,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",99.585,
"Switzerland","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",71.847,
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",77.145,
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",94.323,
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",55.145,
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",77.483,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",95.6,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",54.2,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",76.543,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2020",94.6,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2020",53.9,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2019",80.981,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2019",97.3,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2019",59.5,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2018",80.427,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2018",97.5,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2018",58,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2017",81.097,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2017",98.1,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2017",58.9,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2016",80.36,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2016",97.7,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2016",57.8,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2015",79.624,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2015",97.7,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2015",55.6,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2014",80.576,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2014",97.9,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2014",57.6,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2013",79.672,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2013",98.3,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2013",55.2,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2012",78.314,"Real value"
"Chile","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2012",97.9,"Real value"
